[HC2000],sepHC_Kim,ra_1,dec_1,ID_Kim,ra_2,dec_2,mualpha,mualpha_err,mudelta,mudelta_err,Nepochs,dT,mag139,flag,RAJ2000_1,DECJ2000,RAJ2000_2,DEJ2000,l_Kmag,Kmag,l_Hmag,Hmag,e_Kmag,e_Hmag,OptID,AltID,sepHC_daRio,ra,dec,ID_daRio,RAh,RAm,RAs,DE-,DEd,DEm,DEs,logT,Temp(daRio),e_logT,logL,e_logL,AV,e_AV,f_BMass,BMass,e_BMass,l_logBA,logBA,e_logBA,DMass,e_DMass,logDA,e_logDA,Temp_daRio,Temp_us,eTemp_us,eTemp_us_STD,RV_us,RVe_us,RVe_us_STD,vsini_us,vsinie_us,vsinie_us_STD,sepHC_APOGEE,veiling_O32,veiling_O33,2MASS,ra_apogee,dec_apogee,RV_apogee,RVe_apogee,Temp_apogee,eTemp_apogee,raT,decT,RV_tobin,RVe_tobin,ID
229,0.03785994878,83.83903225,-5.39594921,536,83.83903225,-5.39594921,0.12,0.14,0.67,0.27,2,14,11.46,,83.83903173,-5.395952078,05 35 21.37,-05 23 45.4,,10.278,,10.904,0.003,0.004,681,,0.1,83.83904167,-5.395972222,203,5,35,21.37,-,5,23,45.5,3.609,,0.01,-0.442,0.061,1.485,0.283,,0.988,0.049,,7.13,0.04,0.665,0.038,6.565,0.057,4064.433292,3612.98,79.23,58.63,28.30,0.21,0.48,12.19,1.21,0.78,-9999,0.169,0.146,-9999,-9999,-9999,-9999,-9999,-9999,-9999,83.83891667,-5.396,27.9,1.7,0535213-052345

230,0.01439774904,83.82412103,-5.3956105,288,83.82412103,-5.3956105,-0.1,0.22,1.55,0.05,5,19.3,12.77,,83.82412146,-5.395617174,05 35 17.79,-05 23 44.2,,11.48,,11.748,0.008,0.006,9196,MS-100,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

231,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 25.39,-05 23 45.8,,12.852,,13.315,0.01,0.011,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

232,0.1055185773,83.86038732,-5.39583568,456,83.86038732,-5.39583568,-2.12,0.14,-0.31,0.2,4,11,13.61,,83.86039649,-5.395834345,05 35 26.50,-05 23 45.0,,11.636,,12.466,0.003,0.003,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

233,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 22.55,-05 23 43.7,,10.186,,10.603,0.002,0.003,721,,0.1797249665,83.844,-5.3955,222,5,35,22.56,-,5,23,43.8,3.585,,0.01,-0.327,0.048,0.461,0.228,,0.935,0.09,,6.74,0.05,0.455,0.032,6.068,0.018,3845.91782,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

234,0.05189496889,83.82405507,-5.39517212,457,83.82405507,-5.39517212,-0.03,0.04,-0.55,0.04,5,11,13.63,,83.8240552,-5.395169761,05 35 17.77,-05 23 42.6,,11.779,,12.328,0.018,0.016,9195,MS-99,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

235,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 16.84,-05 23 42.3,,13.247,,14.546,0.021,0.033,,MS-76,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

236,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 15.70,-05 23 41.9,,14.123,,17.028,0.055,0.48,,MS-38,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

237,0.1053542552,83.82256532,-5.39496182,458,83.82256532,-5.39496182,-0.58,0.04,-2.85,0.03,4,11,15.43,,83.82256783,-5.394949549,05 35 17.41,-05 23 41.8,,13.444,,13.743,0.047,0.028,,MS-91,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

238,0.1155205956,83.7988262,-5.39455204,79,83.7988262,-5.39455204,-0.32,0.53,2.45,0.18,6,19.2,12.29,,83.79882758,-5.394562589,05 35 11.72,-05 23 40.5,,11.358,,11.703,0.004,0.002,9008,,0.2,83.79883333,-5.394527778,114,5,35,11.72,-,5,23,40.3,3.488,,0.001,-0.628,0.018,0.037,0.089,~,0.133,,<,6,,0.14,0.002,5.326,0.033,3076.096815,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

239,0.02994247749,83.82221662,-5.39483439,454,83.82221662,-5.39483439,1.99,1.8,-0.9,0.31,5,11.9,13.42,,83.82220801,-5.394830515,05 35 17.33,-05 23 41.4,,12.145,,12.949,0.005,0.006,9178,MS-88,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

240,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 13.45,-05 23 40.4,,9.469,,10.497,0.003,0.003,409,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,3639.83,64.91,42.81,27.11,0.57,0.44,14.15,0.88,1.28,-9999,4.474,3.889,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

241,0.9210935599,83.82392157,-5.39475482,465,83.82392157,-5.39475482,-1.43,0.18,0.42,0.03,4,11,16.36,,83.82392775,-5.394756628,05 35 17.68,-05 23 41.0,,11.664,,12.217,0.005,0.004,558,MS-97,0.2986711888,83.82358333,-5.394722222,169,5,35,17.66,-,5,23,41,3.478,,0.01,-0.856,0.017,0,0.298,~,0.101,,<,6,,0.134,0.013,5.747,0.278,3006.076303,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

242,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 13.80,-05 23 40.2,,11.579,,15.292,0.014,0.156,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

243,0.02261485115,83.79125483,-5.39403182,51,83.79125483,-5.39403182,0.88,0.54,-0.56,0.46,6,19.2,13.6,,83.79125102,-5.394029409,05 35 09.90,-05 23 38.5,,12.139,,12.622,0.003,0.003,9002,,0.1493357653,83.79120833,-5.394027778,108,5,35,9.89,-,5,23,38.5,3.478,,0.002,-0.903,0.039,0.937,0.23,~,0.102,,<,6,,0.135,0.003,6.065,0.083,3006.076303,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

244,0.04327163005,83.8210842,-5.3943769,180,83.8210842,-5.3943769,-0.02,0.15,0.83,0.4,3,14.1,11.39,,83.82108429,-5.394380443,05 35 17.06,-05 23 39.8,,10.151,,10.711,0.005,0.004,537,MS-83,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,3435.57,13.39,16.93,28.18,0.25,0.11,21.29,0.34,0.83,-9999,0.044,0.038,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

245,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 14.95,-05 23 39.3,,9.517,,9.818,0.003,0.003,456,MS-18,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,3869.42,17.86,16.59,31.05,0.19,0.21,17.03,0.19,0.35,-9999,0.003,0.002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

246,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 15.68,-05 23 39.1,,10.724,,12.552,0.004,0.012,,MS-37,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

247,0.07546363033,83.80855845,-5.39401512,507,83.80855845,-5.39401512,0.07,0.12,0.44,0.01,2,14,10.31,,83.80855815,-5.394017014,05 35 14.05,-05 23 38.5,,9.732,,9.93,0.003,0.003,431,MS-1,0.2986715305,83.80845833,-5.394027778,148,5,35,14.03,-,5,23,38.5,3.533,,0.01,-0.069,0.024,0,0.29,~,0.485,,<,6,,0.203,0.021,4.853,0.098,3411.929116,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

248,0.06192948135,83.81568392,-5.39399906,200,83.81568392,-5.39399906,1.81,0.43,-2.83,0.2,7,19.3,13.86,,83.81568392,-5.39399906,05 35 15.76,-05 23 38.4,,11.168,,12.802,0.014,0.028,OW-158-338,MS-41,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,3438.27,47.99,29.06,26.56,0.97,0.78,39.39,1.26,3.82,-9999,0.401,0.347,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

249,0.09219980953,83.84072463,-5.39425424,135,83.84072463,-5.39425424,-1.39,0.13,-0.33,0.05,4,14,12.44,,83.84073064,-5.394252819,05 35 21.78,-05 23 39.3,,10.907,,11.395,0.002,0.003,694,,0.1493357106,83.84070833,-5.39425,208,5,35,21.77,-,5,23,39.3,3.544,,0.002,-0.564,0.031,1.786,0.138,,0.475,0.022,,6.445,0.031,0.291,0.01,6.07,0.032,3499.45167,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

250,0.08405860794,83.81627344,-5.39388968,197,83.81627344,-5.39388968,1.7,0.4,-3.85,1.18,4,16.4,13.53,,83.81627344,-5.39388968,05 35 15.90,-05 23 38.0,,12.144,,12.803,0.008,0.006,OW-159-338,MS-50,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,2974.76,60.27,90.89,29.93,0.46,0.54,15.90,0.92,1.86,-9999,0.462,0.388,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

251,0.1002235133,83.81467413,-5.39372317,203,83.81467413,-5.39372317,0.46,0.11,1.86,0.12,5,19.9,12.84,,83.81467214,-5.393731179,05 35 15.52,-05 23 37.5,,11.093,,12.097,0.006,0.006,5178,MS-32,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

252,0.1048145113,83.82077446,-5.39362293,118,83.82077446,-5.39362293,2.97,0.37,2.67,1.38,3,14.1,10.97,,83.82077446,-5.39362293,05 35 16.98,-05 23 37.1,,9.314,,10.238,0.005,0.004,534,MS-82,0,83.82075,-5.393638889,162,5,35,16.98,-,5,23,37.1,3.551,,0.01,-0.274,0.033,0,0.593,,0.604,0.081,,6.2,0.12,0.289,0.038,5.778,0.082,3556.313186,-10.00,,,-10.00,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

253,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 18.21,-05 23 35.9,,,,,0.005,0.003,581,MS-109,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,3999.96,117.04,48.41,28.67,0.35,0.39,6.21,1.01,1.48,-9999,3.041,2.661,-9999,-9999,-9999,-9999,-9999,-9999,-9999,83.82579167,-5.393305556,25.9,1.7,0535181-052335

254,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 13.86,-05 23 35.0,,14.526,,15.655,0.083,0.094,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

255,0.1898182909,83.84024486,-5.363142,379,83.84024486,-5.363142,0.18,0.19,0.94,0.01,3,16.9,,,83.84024408,-5.363146047,05 35 21.67,-05 21 47.4,>,9.624,>,10.571,0.004,0.005,687b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

256,0.1254217007,83.82488257,-5.39316043,459,83.82488257,-5.39316043,1.82,0.59,3.4,1.35,4,11.9,12.75,4,83.82488257,-5.39316043,05 35 17.97,-05 23 35.5,,11.438,,11.719,0.006,0.006,9206/9208,MS-105,0.3594508817,83.82479167,-5.393138889,172,5,35,17.95,-,5,23,35.3,3.501,,0.004,-0.629,0.038,2.086,0.193,~,0.179,,<,6,,0.159,0.006,5.529,0.153,3169.567463,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

257,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 11.73,-05 23 33.5,,13.847,,17.591,0.011,0.242,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

258,0.06312439474,83.80998914,-5.39268064,521,83.80998914,-5.39268064,-0.11,0.23,-1.65,0.03,2,14,10.13,,83.80998962,-5.392673536,05 35 14.40,-05 23 33.7,,9.386,,9.858,0.002,0.004,441,MS-7,0.2496022252,83.80995833,-5.392638889,146,5,35,14.39,-,5,23,33.5,3.569,,0.01,0.081,0.045,0.847,0.225,,0.85,0.093,,6,0.02,0.276,0.025,4.977,0.047,3706.807218,3568.19,13.88,40.58,28.02,0.18,0.27,7.71,0.43,1.03,-9999,0.951,0.825,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

259,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 17.07,-05 23 34.0,,,,,0.006,0.004,538,MS-84,0.3149683392,83.82120833,-5.39275,160,5,35,17.09,-,5,23,33.9,3.706,,0.01,0.681,0.025,2.537,0.101,,,,,,,1.753,0.203,6.042,0.113,5081.594426,3500.86,37.16,43.67,27.53,0.54,0.08,32.49,0.80,1.95,-9999,0.625,0.541,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

260,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 10.69,-05 23 32.8,,14.369,,16.406,0.014,0.098,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

261,0.0218586798,83.81408485,-5.39260523,206,83.81408485,-5.39260523,-0.72,0.24,0.87,0.12,6,19.9,12.07,,83.81408796,-5.392608976,05 35 15.38,-05 23 33.4,,11.137,,11.424,0.004,0.007,5177,MS-29,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,3374.19,14.00,10.02,26.39,0.19,0.30,1.49,0.25,0.31,-9999,0.002,0.002,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

262,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 23.81,-05 23 34.3,,9.174,,10.266,0.005,0.003,744,,0.459033025,83.84908333,-5.392833333,202,5,35,23.78,-,5,23,34.2,3.569,,0.01,-0.274,0.045,1.547,0.23,,0.769,0.113,,6.445,0.079,0.359,0.03,5.855,0.014,3706.807218,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

263,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 12.15,-05 23 32.0,,15.333,,17.226,0.046,0.112,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

264,0.05359240926,83.83825037,-5.39254266,41,83.83825037,-5.39254266,0.98,0.1,0.76,0.11,4,19.3,13.58,,83.83824613,-5.392545932,05 35 21.18,-05 23 33.1,,12.407,,12.873,0.004,0.004,9277,,0.3149684429,83.83816667,-5.392555556,218,5,35,21.16,-,5,23,33.2,3.479,,0.005,-0.983,0.068,1.305,0.416,~,0.105,,<,6,,0.139,0.006,6.181,0.051,3013.006024,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

265,0.09768390674,83.8495259,-5.3925612,181,83.8495259,-5.3925612,0.95,0.18,-0.12,0.31,4,16.3,13.66,,83.84952179,-5.392560683,05 35 23.89,-05 23 33.3,>,10.925,>,12.063,0.008,0.007,,,0.8310905054,83.84941667,-5.392777778,229,5,35,23.86,-,5,23,34,3.54,,0.001,-0.162,0.023,2.151,0.095,,0.547,0.012,,6.01,0,0.226,0.004,5.125,0.048,3467.368505,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

266,0.0351961188,83.80637193,-5.39190738,163,83.80637193,-5.39190738,-0.55,0.14,-0.16,0.02,3,14,12.18,,83.80637431,-5.391906691,05 35 13.53,-05 23 30.9,,11.221,,11.536,0.005,0.006,412,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

267,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 11.73,-05 23 30.5,,12.6,,14.306,0.013,0.029,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

268,0.07804850769,83.85596135,-5.39258964,8,83.85596135,-5.39258964,-0.79,0.11,-0.44,0.11,4,16.3,12.81,,83.85596473,-5.392587765,05 35 25.43,-05 23 33.4,,11.451,,11.983,0.002,0.003,3079,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

269,0.05868322338,83.82582004,-5.39209285,714,83.82582004,-5.39209285,-0.22,0.25,-0.69,0.37,2,7.3,14.3,,83.82582099,-5.392089879,05 35 18.20,-05 23 31.5,,12.451,,13.032,0.007,0.007,9214,MS-108,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

270,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 23.66,-05 23 31.9,,10.503,,10.973,0.005,0.003,738,,0.3149685985,83.8485,-5.392222222,216,5,35,23.64,-,5,23,32,3.639,,0.01,-0.175,0.042,2.204,0.202,,1.192,0.025,,7.06,0.038,0.728,0.057,6.344,0.034,4355.118737,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

271,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 18.05,-05 23 30.8,,12.804,,13.59,0.011,0.013,9211,MS-106,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

272,0.1609336689,83.83542531,-5.39201609,285,83.83542531,-5.39201609,-0.64,0.18,-2.28,0.09,4,19.3,14.16,,83.83542808,-5.392006273,05 35 20.50,-05 23 31.1,,11.489,,11.604,0.005,0.005,9264,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

273,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 13.41,-05 23 29.3,,14.106,,15.888,0.049,0.123,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

274,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 15.56,-05 23 29.6,,12.959,,13.803,0.03,0.025,,MS-34,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

275,0.104137539,83.81222057,-5.39139043,65,83.81222057,-5.39139043,-1.18,0.14,1.19,0.06,6,19.9,11.81,,83.8122255,-5.39139538,05 35 14.93,-05 23 29.1,,10.191,,10.863,0.003,0.004,455,MS-17,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,3859.51,17.38,14.57,30.88,0.12,0.01,17.59,0.19,0.30,-9999,0.001,0.001,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

276,0.0363533449,83.81109058,-5.39129849,219,83.81109058,-5.39129849,0.11,0.11,0.51,0.36,3,19.3,14.78,,83.81109011,-5.391300678,05 35 14.66,-05 23 28.7,,13.472,,14.21,0.025,0.011,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

277,0.1254912266,83.83527018,-5.39161182,530,83.83527018,-5.39161182,-0.81,0.12,0.14,0.06,2,14,10.89,,83.83527365,-5.391612418,05 35 20.46,-05 23 29.7,,9.125,,9.848,0.003,0.004,648a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3444.38,28.57,51.43,,0.35,0.69,12.90,0.73,2.65,-9999,0.420,0.363,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

278,0.02739393596,83.82707645,-5.39147553,289,83.82707645,-5.39147553,-0.95,0.36,0.13,0.03,4,10.4,13.26,,83.82708056,-5.39147609,05 35 18.50,-05 23 29.3,,12.051,,12.412,0.009,0.006,9230,MS-112,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

279,0.1438050564,83.83508492,-5.39158519,298,83.83508492,-5.39158519,-0.66,0.22,0.02,0.07,6,19.3,12.36,,83.83508777,-5.391585276,05 35 20.43,-05 23 29.7,>,9.29,>,10.061,0.003,0.002,648b,,0.1797257617,83.83516667,-5.391611111,198,5,35,20.44,-,5,23,29.8,3.585,,0.01,-0.035,0.048,1.587,0.214,,1.009,0.102,,6.325,0.065,0.361,0.029,5.661,0.024,3845.91782,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

280,0.01419475646,83.8194206,-5.39136065,199,83.8194206,-5.39136065,-0.06,0.88,-1.73,0.01,4,10.5,15.12,,83.81942086,-5.391353201,05 35 16.66,-05 23 28.9,,12.115,,12.985,0.008,0.015,,MS-71,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

281,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 23.64,-05 23 29.9,,13.684,,14.924,0.014,0.012,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

282,0.06431052202,83.82865099,-5.39135242,44,83.82865099,-5.39135242,-0.85,0.24,1.35,0.03,6,19.3,12.29,,83.82865467,-5.391358233,05 35 18.88,-05 23 28.9,,10.944,,11.565,0.007,0.005,604,MS-117,0.4480092642,83.82854167,-5.391361111,226,5,35,18.85,-,5,23,28.9,3.53,,0.009,-0.601,0.11,2.097,0.456,,0.374,0.061,,6.275,0.142,0.23,0.031,6.014,0.171,3388.441561,3394.45,22.29,21.94,26.96,0.26,0.34,5.59,0.81,1.05,-9999,1.231,1.062,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

283,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 09.78,-05 23 27.0,,9.599,,9.729,0.003,0.002,337,,0.6299385058,83.79058333,-5.390777778,103,5,35,9.74,-,5,23,26.8,3.597,,0.01,0.149,0.04,0.119,0.245,,1.146,0.08,,6.185,0.052,0.369,0.034,5.509,0.142,3953.666201,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

284,0.01195063377,83.81987493,-5.39113557,574,83.81987493,-5.39113557,1.38,0.2,-2.9,0.1,2,14,12.49,,83.81987493,-5.39113557,05 35 16.77,-05 23 28.1,,11.125,,11.906,0.021,0.019,OW-168-328,MS-74,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

285,0.0962141559,83.81699867,-5.39105664,205,83.81699867,-5.39105664,0.15,0.15,0.17,0.01,4,19.3,14.57,,83.81699802,-5.391057371,05 35 16.08,-05 23 27.9,,13.112,,13.694,0.01,0.024,OW-161-328,MS-57,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

286,-9999,-9999,-9999,-9999,,,,,,,,,,,,,05 35 10.94,-05 23 26.7,,14.372,,15.616,0.03,0.043,,,-9999,-9999,-9999,-9999,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,-9999,,,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999

